장소명,lat,lon,힐링스팟자치구,대표자치구,카테고리,대분류,도로명주소,주소,전화번호,플레이스URL,데이터출처,장소_스트레스분류,장소_해결태그,힐링점수,평균힐링점수,매칭가능_기본태그,매칭가능_스트레스분류,매칭가능_cluster_label_alt,추천_크롤링태그,매칭가능여부,매칭키워드수
서울테마산책길 국사봉길,37.49363647262717,126.9464860106234,관악구,관악구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,,,,http://place.map.kakao.com/1001267657,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울테마산책길 난지 갈대바람길,37.56744138533236,126.87356511790456,강서구,강서구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/344225621,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울테마산책길 당현천,37.649865413048346,127.0675547497478,노원구,노원구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/459468124,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울테마산책길 매봉산 전망대 산책길,37.546457820222535,127.00927004811516,성동구,성동구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/613534894,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울테마산책길 반포 수변길,37.50665147703292,126.98985269901908,서초구,서초구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/1274242611,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울테마산책길 배봉두메십리길,37.57279667512041,127.0572246631345,동대문구,동대문구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,,,,http://place.map.kakao.com/1088194981,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울테마산책길 불암산 자락길,37.65629638912071,127.08212979595308,노원구,노원구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,,,,http://place.map.kakao.com/1466708469,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울테마산책길 서울둘레길 7코스 서오릉고개 녹지연결로,37.62182403936456,126.90722868184464,은평구,은평구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/1873367569,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울테마산책길 서초구 양재천,37.46604520597222,127.02946234278596,서초구,서초구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/1760308289,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울테마산책길 오패산자락길,37.630537347866834,127.03458429416516,강북구,강북구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/327275224,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울테마산책길 팔각정길,37.56897122376181,127.09362033210417,광진구,광진구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/1246605778,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울테마산책길 포이산책길,37.47598006148867,127.05406666427145,강남구,강남구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/978760433,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울테마산책길 호암산 능선길,37.44915958327464,126.92733261822904,관악구,관악구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/1908382130,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울테마산책길 홍릉 두물길,37.58006017100839,127.0349730190753,동대문구,동대문구,"여행 > 관광,명소 > 도보여행",여행,서울 동대문구 정릉천동로 83,,,http://place.map.kakao.com/470144964,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울특별시교육청 남산도서관,37.553003366396936,126.98134963959885,용산구,용산구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 용산구 소월로 109,,02-754-7338,http://place.map.kakao.com/17806970,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
서울특별시교육청 남산도서관,37.5530598,126.9813371,용산구,용산구,"교육,학문>도서관","교육,학문",서울특별시 용산구 소월로 109 남산도서관,,,http://nslib.sen.go.kr/,네이버,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
서울특별시교육청 용산도서관,37.5519877,126.980123,용산구,용산구,"교육,학문>도서관","교육,학문",서울특별시 용산구 두텁바위로 160 용산도서관,,,http://yslib.sen.go.kr/,네이버,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
서울특별시교육청 용산도서관,37.5519886462656,126.980145783584,용산구,용산구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 용산구 두텁바위로 160,,02-6902-7777,http://place.map.kakao.com/8472480,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
서울한양도성 낙산구간2코스,37.58079664277135,127.00863578989066,동대문구,동대문구,"여행 > 관광,명소 > 도보여행 > 서울한양도성",여행,,,,http://place.map.kakao.com/18741277,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울한양도성 남산구간 3코스,37.55116104550315,126.99088780303528,중구,중구,"여행 > 관광,명소 > 도보여행 > 서울한양도성",여행,,,,http://place.map.kakao.com/18741276,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울한양도성 숭례문구간,37.56352326018168,126.97156325655304,서대문구,서대문구,"여행 > 관광,명소 > 도보여행 > 서울한양도성",여행,,,,http://place.map.kakao.com/1506860429,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서울한양도성 흥인지문구간,37.56546880835642,127.01001039252864,동대문구,동대문구,"여행 > 관광,명소 > 도보여행 > 서울한양도성",여행,,,,http://place.map.kakao.com/932986297,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
서초구립내곡도서관,37.45211750606295,127.05442922269216,서초구,서초구,"교육,학문 > 학습시설 > 도서관 > 국공립도서관","교육,학문",서울 서초구 청계산로7길 9-20,,02-3461-3007,http://place.map.kakao.com/603179014,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
석촌호수 서호,37.5076807262772,127.099112837006,강남구,강남구,"여행 > 관광,명소 > 호수",여행,,,,http://place.map.kakao.com/7947003,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
석촌호수산책길,37.51008968822101,127.1057213421415,광진구,광진구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563536,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
선정릉나들길,37.510100625916095,127.0513134103632,강남구,강남구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563540,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
성동구립도서관,37.55918951636491,127.03496099832287,성동구,성동구,"교육,학문 > 학습시설 > 도서관 > 국공립도서관","교육,학문",서울 성동구 고산자로10길 9,,02-2204-6420,http://place.map.kakao.com/7948270,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
성동구립도서관,37.5592666,127.0349875,성동구,성동구,"교육,학문>도서관","교육,학문",서울특별시 성동구 고산자로10길 9 성동구립도서관,,,http://www.sdlib.or.kr/SD/,네이버,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
성동구립무지개도서관,37.5631965077393,127.037065849396,성동구,성동구,"교육,학문 > 학습시설 > 도서관 > 국공립도서관","교육,학문",서울 성동구 고산자로 270,,02-2286-6025,http://place.map.kakao.com/11371755,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
성동송정둑길,37.55301675278948,127.0664894485094,광진구,광진구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563609,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
성동올레길,37.5441889469854,127.037414010798,성동구,성동구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,,,,http://place.map.kakao.com/13032059,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
성북동고택북촌 산책길,37.59468288860919,126.99367255379846,성북구,성북구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563584,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
성산글마루작은도서관,37.5713169011058,126.901323603151,마포구,마포구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 마포구 월드컵북로 235,,02-373-2900,http://place.map.kakao.com/15249939,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
소월길,37.54864114371065,126.9841662236206,용산구,용산구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26625054,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
솔로몬작은도서관,37.5578061622463,127.087644202914,광진구,광진구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 광진구 용마산로 47,,02-452-8855,http://place.map.kakao.com/767211381,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
송파둘레길,37.4811551197876,127.114992279212,송파구,송파구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,,,,http://place.map.kakao.com/1733723200,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
송파둘레길 성내천길,37.518196977963576,127.12921587129188,강동구,강동구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,,,,http://place.map.kakao.com/1115068036,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
송파둘레길 장지천길,37.48391283283469,127.134850772078,송파구,송파구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,,,,http://place.map.kakao.com/565594477,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
송파둘레길 탄천길,37.49897344053314,127.09007464063016,강남구,강남구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,,,,http://place.map.kakao.com/59553852,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
송파소리길,37.51059411618292,127.10587135292384,송파구,송파구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563537,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
수락산나들길,37.6873335951886,127.07059538377185,노원구,노원구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563598,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
수락산둘레길,37.68336903147102,127.05784005990844,노원구,노원구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26564612,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
수명산작은도서관,37.5541248888821,126.825643747249,강서구,강서구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 강서구 수명로1길 131,,02-2666-0037,http://place.map.kakao.com/26297101,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
숙명여자대학교 중앙도서관,37.5440962997923,126.966084824957,용산구,용산구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 용산구 청파로47길 99,,02-710-9125,http://place.map.kakao.com/7962973,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
식민지역사박물관,37.5457795795213,126.966835436396,용산구,용산구,"문화,예술 > 문화시설 > 박물관","문화,예술",서울 용산구 청파로47다길 27,,02-2139-0427,http://place.map.kakao.com/1496920955,카카오,소음|안전,박물관|복합문화공간,80.0,79.5,,소음|교통|안전,소음+교통 취약형|안전+교통 취약형,역,True,1
신내종합사회복지관맘편한공부방,37.604986730731525,127.09114794003618,중랑구,중랑구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 중랑구 봉화산로 153,,02-3421-3400,http://place.map.kakao.com/1351008851,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
신당누리도서관,37.5620193347533,127.014446716289,중구,중구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 중구 다산로33길 3,,02-2230-2960,http://place.map.kakao.com/802067101,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
신당동작은도서관,37.5611040294442,127.013541084244,중구,중구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 중구 다산로29길 10,,02-2254-1212,http://place.map.kakao.com/21812223,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
신반포올레길,37.51468518875122,127.00435254117068,서초구,서초구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563627,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
신사동가로수길,37.5211558694563,127.022836977184,강남구,강남구,"여행 > 관광,명소 > 테마거리",여행,서울 강남구 압구정로 120,,,http://place.map.kakao.com/1072331783,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
신정산둘레길,37.510460092967,126.856007815938,구로구,구로구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/14857020,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
신촌대학탐방나들길,37.559697526744216,126.94559221484572,서대문구,서대문구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563570,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
아주좋은꿈터작은도서관,37.5772319830756,127.031666071843,동대문구,동대문구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 동대문구 왕산로16가길 7,,02-927-1270,http://place.map.kakao.com/999120667,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
아차산아래작은도서관놀자,37.5538842552479,127.094479662497,광진구,광진구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 광진구 자양로50가길 45,,02-2272-2011,http://place.map.kakao.com/2059084930,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
안산자락길,37.57542286178335,126.94816634534916,마포구,마포구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26967050,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
안양천,37.469002822363,126.881879225331,구로구,구로구,"여행 > 관광,명소 > 하천",여행,,,,http://place.map.kakao.com/8001697,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
안양천,37.4871349006763,126.871678890939,구로구,구로구,"여행 > 관광,명소 > 하천",여행,,,,http://place.map.kakao.com/10579981,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
약수동새마을작은도서관,37.55232225333884,127.01119237780956,중구,중구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 중구 다산로8길 32,,02-2232-8324,http://place.map.kakao.com/8406233,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
양재천,37.4818037639471,127.046595188917,강남구,강남구,"여행 > 관광,명소 > 하천",여행,,,,http://place.map.kakao.com/17154013,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
양재천 감나무길,37.4956279734092,127.07316584505,강남구,강남구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/1391362834,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
양재천 벚꽃길,37.4842278490895,127.05009042856,강남구,강남구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/1302325998,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
양재천 은행나무길,37.4913202344734,127.068705297683,강남구,강남구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/594621506,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
양재천길,37.48173389613235,127.04554140697924,강남구,강남구,"여행 > 관광,명소 > 테마거리",여행,,,,http://place.map.kakao.com/10567699,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
양재천산책길,37.47332710513755,127.03619842412328,서초구,서초구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563628,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
어린이도서관느티나무,37.5512764799889,127.00760482589,중구,중구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 중구 다산로 75,,02-3298-0918,http://place.map.kakao.com/21812222,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
어울림도서관,37.56173398522627,127.01893549367252,중구,중구,"교육,학문 > 학습시설 > 도서관 > 국공립도서관","교육,학문",서울 중구 다산로38길 66-35,,02-2230-2901,http://place.map.kakao.com/15299086,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
언니네작은도서관,37.49845956180906,126.8943312441492,영등포구,영등포구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 영등포구 가마산로 313,,010-8699-0633,http://place.map.kakao.com/26244867,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
여의도생태순환길,37.5305326891529,126.931032479237,동작구,동작구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,,,,http://place.map.kakao.com/2096364711,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
영등포봄꽃나들길,37.50463737435278,126.89904545032756,구로구,구로구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563560,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
영등포수변둘레길,37.5327519817829,126.890628491695,구로구,구로구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,,,,http://place.map.kakao.com/2014619353,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
영실도서관,37.5803249535075,127.01361701958,종로구,종로구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 종로구 동망산길 19,,,http://place.map.kakao.com/1080872847,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
영축산순환산책로,37.6223426149971,127.054388841413,강북구,강북구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/1960804058,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
오패산나들길,37.63165848938869,127.0334927094333,강북구,강북구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563596,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
오패산마을공동체마을꿈터작은도서관,37.61667143469265,127.0336173745776,강북구,강북구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 강북구 오현로 31,,070-7646-0093,http://place.map.kakao.com/614982270,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
용마랜드,37.594777405105326,127.10545378032177,중랑구,중랑구,"여행 > 관광,명소 > 촬영지",여행,서울 중랑구 망우로70길 118,,02-436-5800,http://place.map.kakao.com/1210528477,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
용마산나들길,37.57249856986192,127.09481107416144,중랑구,중랑구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563602,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
용산꿈나무도서관,37.5390036092211,126.965258884714,용산구,용산구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 용산구 백범로 329,,02-707-0138,http://place.map.kakao.com/1221602744,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
용산베르디움프렌즈작은도서관,37.5358256836158,126.97163940055,용산구,용산구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 용산구 백범로99길 40,,02-794-9980,http://place.map.kakao.com/1450048906,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
용산숯방,37.5309628,126.9690857,용산구,용산구,"한식>육류,고기요리",한식,서울특별시 용산구 한강대로39길 2-7 1층 용산숯방,,,,네이버,안전,느좋,80.0,80.0,,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,한강,True,1
용암어린이영어도서관,37.541022361056,126.984674753856,용산구,용산구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 용산구 신흥로3가길 21-7,,02-798-4181,http://place.map.kakao.com/15210282,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
용왕산 작은책쉼터,37.53984266526478,126.873313019273,양천구,양천구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 양천구 목동중앙로9길 40,,,http://place.map.kakao.com/635447291,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
용왕산나들길,37.54281405406613,126.87575664820828,강서구,강서구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563565,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
우면산나들길,37.47706227074659,127.01150448163445,서초구,서초구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563542,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
우면산둘레길,37.47632984294059,127.01798009923644,서초구,서초구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563776,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
원동글마루작은도서관,37.5354715014535,126.964631447351,용산구,용산구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 용산구 원효로64길 25,,02-713-8172,http://place.map.kakao.com/696218722,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
원효로제2동작은도서관두드림,37.5343532215395,126.951548296211,용산구,용산구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 용산구 효창원로8길 3,,02-2199-8755,http://place.map.kakao.com/1490246356,카카오,소음,도서관,80.0,80.0,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
위례휴먼링,37.4747374222904,127.137576913333,송파구,송파구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/1838371890,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
유노랩,37.5555057,126.9737678,중구,중구,"교육,학문>연구,연구소","교육,학문",서울특별시 중구 한강대로 416 14층 148호,,,,네이버,안전,안정,80.0,80.0,,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,한강,True,1
윤동주시인의언덕,37.59105805314291,126.96626959962732,서대문구,서대문구,"여행 > 관광,명소",여행,,,,http://place.map.kakao.com/18936894,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
은평한옥마을,37.64117744311548,126.93775117883304,은평구,은평구,"여행 > 체험여행 > 정보화,체험마을",여행,,,,http://place.map.kakao.com/27158332,카카오,교통,산책하기 좋은 곳,80.0,80.0,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
