장소_해결태그,장소명,lat,lon,힐링스팟자치구,카테고리,대분류,도로명주소,주소,전화번호,플레이스URL,데이터출처,장소_스트레스분류,매칭가능_기본태그,매칭가능_스트레스분류,매칭가능_cluster_label_alt,추천_크롤링태그,매칭가능여부,매칭키워드수
조용한 카페,키웨스트 연산군묘점,37.6626331,127.0210949,도봉구,"카페,디저트>카페","카페,디저트",서울특별시 도봉구 방학로17길 85,서울특별시 도봉구 방학동 584,,https://www.instagram.com/gleam_dd/,네이버,교통|소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페,True,1
한강,한강중화요리,37.6694798,127.0408486,도봉구,중식>중식당,중식,서울특별시 도봉구 도당로27길 47,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,한강,True,1
감성카페,메가MGC커피 청량리역한양수자인점,37.57774742632102,127.04284888703133,동대문구,음식점 > 카페 > 커피전문점 > 메가MGC커피,음식점,서울 동대문구 고산자로32길 78,,02-962-1009,http://place.map.kakao.com/333199943,카카오,소음,,소음|교통,소음+교통 취약형,역,True,1
공원,배봉산 보루역사문화공원,37.5811130615983,127.063843751276,동대문구,여행 > 공원 > 도시근린공원,여행,서울특별시 동대문구 답십리로30길 48,,,http://place.map.kakao.com/830443386,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
공원|산책하기 좋은 곳,간데메공원,37.5733627114637,127.048721478311,동대문구,여행 > 공원 > 도시근린공원,여행,서울 동대문구 서울시립대로2길 59,,,http://place.map.kakao.com/8126969,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
도서관,배봉산숲속도서관,37.578441311875,127.062728634017,동대문구,"교육,학문 > 학습시설 > 도서관","교육,학문",서울 동대문구 전농로16길 97,,02-2215-1959,http://place.map.kakao.com/1972902226,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|숲,True,2
박물관|복합문화공간,경희대학교 한의학역사박물관,37.595859912732,127.0542212231,동대문구,"문화,예술 > 문화시설 > 박물관","문화,예술",서울 동대문구 경희대로 26,,02-964-3190,http://place.map.kakao.com/27260947,카카오,소음|안전,,소음|교통|안전,소음+교통 취약형|안전+교통 취약형,역,True,1
복합문화공간,선농단역사문화관,37.5811998991222,127.031894176976,동대문구,"문화,예술 > 문화시설 > 전시관","문화,예술",서울 동대문구 무학로44길 38,,02-3295-5562,http://place.map.kakao.com/26628467,카카오,안전,,안전|교통,안전+교통 취약형,역,True,1
북카페,에스케이북카페꿈땅,37.5761360429583,127.060279215758,동대문구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 동대문구 사가정로 148,,02-2212-4518,http://place.map.kakao.com/2026302585,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
산책 공원|산책하기 좋은 곳,한남매봉공원산책길,37.54247556055952,127.00698384932748,동대문구|용산구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563617,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
산책로,일프레소 신설,37.5744587,127.0277869,동대문구,"음식점>카페,디저트",음식점,서울특별시 동대문구 천호대로7길 9 1층,서울특별시 동대문구 신설동 93-54 1층,,http://www.koreatrail.org/,네이버,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
산책하기 좋은 곳,개운산숲나들길,37.59610654446913,127.02949089953844,동대문구,"여행 > 관광,명소 > 도보여행",여행,서울 동대문구 정릉천동로 83,,,http://place.map.kakao.com/26563587,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책|숲,True,2
생태공원,전농 생태 하천,37.5622127,127.0559347,동대문구,"여행,명소>자연,생태공원","여행,명소",,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
수목원|산책하기 좋은 곳,홍릉수목원길,37.593957808126255,127.04362136120685,동대문구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563606,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책,True,1
수변공원,이문수변공원,37.6040733,127.0716838,동대문구,"여행,명소>도시,테마공원","여행,명소",서울특별시 동대문구,서울특별시 동대문구 이문동 352-2,,,네이버,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원,True,1
숲,카페 숲,37.5790378,127.0391429,동대문구,"음식점>카페,디저트",음식점,서울특별시 동대문구 고산자로36길 3 신관동2층60103호,,,http://www.instagram.com/coffee.forest00,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
숲|수목원,홍릉시험림(홍릉숲),37.591658,127.0426916,동대문구,"여행,명소>식물원,수목원","여행,명소",서울특별시 동대문구 회기로 57,,,https://nifos.forest.go.kr/,네이버,환경|소음,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲,True,1
조용한 카페,헤이림,37.5745847,127.037844,동대문구,"음식점>카페,디저트",음식점,서울특별시 동대문구 고산자로 391 1층,서울특별시 동대문구 용두동 38-20 1층,,http://www.instagram.com/_heylim,네이버,교통|소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페,True,1
한강,무인카페 한강라면 장안동사거리점,37.5728966,127.0714415,동대문구,"음식점>카페,디저트",음식점,서울특별시 동대문구 장한로 139 1층,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,한강,True,1
한강공원,뚝섬한강공원 능소화군락지,37.5342356224589,127.055648544864,동대문구,"여행 > 관광,명소 > 생태보존,서식지",여행,,,,http://place.map.kakao.com/1268329835,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
공원,스타벅스 보라매공원R점,37.4919101,126.9235483,동작구,"카페,디저트>카페","카페,디저트","서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",,,http://www.starbucks.co.kr/,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원,True,1
공원|산책하기 좋은 곳,노들나루공원,37.5137210973178,126.953615720558,동작구,여행 > 공원,여행,서울 동작구 노량진로 247,,02-826-1395,http://place.map.kakao.com/24894850,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
도서관|서울숲,국사봉숲속작은도서관,37.4954320648471,126.940590858134,동작구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 동작구 양녕로23길 27,,,http://place.map.kakao.com/2054017784,카카오,소음|환경,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|도서관,True,2
도시숲,석진숲,37.5276316,126.9341933,동작구|영등포구,"여행,명소>도시,테마공원","여행,명소",서울특별시 영등포구 여의도동 85-6 석진숲길,,,,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
복합문화공간,사육신역사공원 사육신역사관,37.514124449351286,126.9485458395054,동작구,"문화,예술 > 문화시설 > 전시관","문화,예술",서울 동작구 노량진로 191,,070-7204-3258,http://place.map.kakao.com/18061508,카카오,안전,,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,공원|역,True,2
북카페,놀숲 노량진점,37.5134545379465,126.945499118523,동작구,"가정,생활 > 여가시설 > 만화방 > 만화카페 > 놀숲","가정,생활",서울 동작구 노량진로 176,,02-817-8886,http://place.map.kakao.com/358339557,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,숲,True,1
산책 공원|산책하기 좋은 곳,여의도공원산책길,37.52620673635353,126.92195445409692,동작구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/26563559,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
산책로,동작충효길3코스(한강나들길),37.5107499,126.9631815,동작구,"거리,골목>도보코스","거리,골목",서울특별시 동작구 한강남자전거길 1888 한강공중화장실(원불교앞),,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,산책|한강,True,2
산책하기 좋은 곳,달마사,37.498727988646,126.96270819972,동작구,"문화,예술 > 종교 > 불교 > 절,사찰","문화,예술",서울 동작구 서달로 50-26,,02-813-7425,http://place.map.kakao.com/12898191,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책,True,1
생태공원,보라매공원 생태연못,37.4916623802125,126.922193949916,동작구,"여행 > 관광,명소 > 연못",여행,서울 동작구 보라매로5길 58,,02-761-4079,http://place.map.kakao.com/17558994,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
서울숲,마을숲공원,37.49346654954768,126.9586173284513,동작구,여행 > 공원,여행,서울 동작구 여의대방로20마길 43,,02-234-2940,http://place.map.kakao.com/15152190,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
수목원,생명의숲정원,37.4922558,126.9183601,동작구,"여행,명소>식물원,수목원","여행,명소",서울특별시 동작구 여의대방로20나길 27 보라매공원 놀이터화장실,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲|정원,True,3
숲,푸른숲커뮤니티,37.5037395,126.947014,동작구,"협회,단체>지역공동체","협회,단체",서울특별시 동작구 상도로 262-1,,,https://www.instagram.com/pilates_grove,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
쉼터,숲속작은도서관 글헤는숲,37.4996937,126.9574997,동작구,"교육,학문>도서관","교육,학문",서울특별시 동작구 양녕로26길 20 1층 거북이쉼터카페,,,https://cafe.naver.com/dreamdotory,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,쉼터|도서관|숲,True,3
야경,사육신역사공원,37.5137049,126.948636,동작구,"여행,명소>근린공원","여행,명소",서울특별시 동작구 노량진로 191,,,,네이버,안전,,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,공원|역,True,2
조용한 카페,스타벅스 사당역점,37.4784102,126.981423,동작구,"카페,디저트>카페","카페,디저트",서울특별시 동작구 동작대로 21 양지빌딩 1-3층 (사당동),서울특별시 동작구 사당동 1031-27 양지빌딩 1-3층 (),,http://www.starbucks.co.kr/,네이버,교통|소음,소음취약|교통취약,소음|교통|안전|환경,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형,조용한 카페|역,True,2
한강공원,동작노을카페,37.5060008,126.9800347,동작구,"음식점>카페,디저트",음식점,서울특별시 동작구 동작대로 335,서울특별시 동작구 동작동 316-3,,https://youtube.com/@Goo_mong?si=x_7Q5sxFGIpYnk4O,네이버,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|한강,True,2
한강공원|산책하기 좋은 곳,여의도한강공원,37.52638860108943,126.93512931714196,동작구,여행 > 공원 > 도시근린공원,여행,,,02-3780-0561,http://place.map.kakao.com/10952963,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책|한강,True,3
감성카페,도란도란 경의숲길점,37.5557364579251,126.92820028511494,마포구,음식점 > 카페 > 테마카페,음식점,서울 마포구 와우산로29길 40-18,,070-4506-4528,http://place.map.kakao.com/2028067640,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,숲,True,1
공원,경의선숲길,37.5462426746628,126.943148698793,마포구,여행 > 공원,여행,서울특별시 마포구 연남동,,02-719-8830,http://place.map.kakao.com/1524861109,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
공원|산책하기 좋은 곳,월드컵공원,37.5631939895966,126.897635431027,마포구,여행 > 공원,여행,서울 마포구 월드컵로 243-60,,02-300-5501,http://place.map.kakao.com/11346534,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
도서관,마포한강아이파크작은도서관,37.5521047994419,126.90331240765,마포구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 마포구 희우정로 77,,02-322-7510,http://place.map.kakao.com/221126754,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|한강,True,2
도서관|서울숲,꿈의숲작은도서관,37.5801447768851,126.883460893666,마포구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 마포구 상암산로1길 69,,02-313-4785,http://place.map.kakao.com/705573244,카카오,소음|환경,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|도서관,True,2
도시숲,박시환숲,37.5630087,126.8948051,마포구,"여행,명소>도시,테마공원","여행,명소",서울특별시 마포구 증산로 32 안내소,,,http://forest.or.kr,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
미술관,서울시립 난지미술창작스튜디오,37.5690723972468,126.878923224215,마포구,"문화,예술 > 문화시설 > 미술관","문화,예술",서울 마포구 하늘공원로 108-1,,02-2124-8845,http://place.map.kakao.com/11980980,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,공원,True,1
복합문화공간|공원,문화비축기지,37.57107560511949,126.89423666008835,마포구,여행 > 공원,여행,서울 마포구 증산로 87,,02-376-8410,http://place.map.kakao.com/27459153,카카오,안전|환경,환경취약,환경|안전|교통|소음,안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원,True,1
산책로,월드컵공원,37.571805,126.8789069,마포구,"여행,명소>테마공원","여행,명소",서울특별시 마포구 하늘공원로 86,,,http://parks.seoul.go.kr/worldcuppark,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
산책하기 좋은 곳,매봉산근린공원,37.5738487629808,126.895130423477,마포구,여행 > 공원 > 도시근린공원,여행,,,,http://place.map.kakao.com/22896058,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|산책,True,2
생태공원,난지수변생태학습센터,37.5724642,126.8690274,마포구,자연공원>부속시설,자연공원,서울특별시 마포구 마포나루길 83 난지한강공원 수변생태학습센터,,,https://cafe.naver.com/nanjiwetland,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
서울숲,눈내리는숲 설래임 홍대본점,37.5498088284528,126.921192016732,마포구,음식점 > 카페,음식점,서울 마포구 어울마당로 54,,02-6952-5859,http://place.map.kakao.com/76379933,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
서울숲|산책하기 좋은 곳,서울명예도로 노벨길(경의선숲길 홍대입구역방면),37.55745649014531,126.9267794030394,마포구,"여행 > 관광,명소 > 도보여행",여행,서울 마포구 양화로 지하 188,,,http://place.map.kakao.com/1577869384,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책|역,True,3
숲,비밀의숲 홍대점,37.5522167,126.920848,마포구,방탈출카페,방탈출카페,서울특별시 마포구 잔다리로6길 30 3층,,,http://sforest.dothome.co.kr/reservation.html,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
야경|산책로,노을공원,37.5746111,126.8748643,마포구,"여행,명소>도시,테마공원","여행,명소",서울특별시 마포구 하늘공원로 108-2,,,http://parks.seoul.go.kr/template/sub/worldcuppark.do,네이버,안전|환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
야경|한강공원|산책로,망원 한강공원,37.5553018,126.8952798,마포구,"여행,명소>시민공원","여행,명소",서울특별시 마포구 마포나루길 467 한강공원망원지구사무소,,,http://hangang.seoul.go.kr/archives/46737,네이버,안전|환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책|한강,True,3
피크닉 장소,피크니크 홍대 경의선숲길점,37.553931643084006,126.93258739465594,마포구,음식점 > 카페 > 테마카페 > 디저트카페,음식점,서울 마포구 서강로13길 24,,070-491-8670,http://place.map.kakao.com/1637508578,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
한강공원,난지캠핑장,37.5698219,126.8721452,마포구,"숙박>캠핑,야영장",숙박,서울특별시 마포구 한강난지로 28,,02-3780-0844,https://yeyak.seoul.go.kr,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
감성카페,아렌 베이글&포케 증산역점,37.58357064455932,126.91065793094364,서대문구,음식점 > 카페 > 커피전문점,음식점,서울 서대문구 불광천길 198,,070-7736-1004,http://place.map.kakao.com/692403334,카카오,소음,,소음|교통,소음+교통 취약형,역,True,1
공원,연희숲속쉼터,37.5803485716349,126.938712074304,서대문구,여행 > 공원,여행,서울 서대문구 통일로 205-6,,,http://place.map.kakao.com/26092906,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|숲|쉼터,True,3
공원|박물관,서대문형무소역사관,37.5742886,126.9562269,서대문구,"여행,명소>박물관","여행,명소",서울특별시 서대문구 통일로 251 서대문형무소역사관,,,https://sphh.sscmc.or.kr/,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|역,True,2
공원|산책하기 좋은 곳,서대문독립공원,37.5744058898155,126.955398396095,서대문구,여행 > 공원 > 도시근린공원,여행,서울 서대문구 통일로 251,,,http://place.map.kakao.com/10495717,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
도서관,서대문구립이진아기념도서관,37.57295444389565,126.95554868549858,서대문구,"교육,학문 > 학습시설 > 도서관 > 국공립도서관","교육,학문",서울 서대문구 독립문공원길 80,,02-360-8600,http://place.map.kakao.com/11139993,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|공원,True,2
따릉이,서소문역사공원 대여소,37.56157272377404,126.96849108979336,서대문구,"스포츠,레저 > 자전거,싸이클 > 자전거대여소","스포츠,레저",서울 서대문구 성산로 374,서울특별시 서대문구 미근동,1599-0120,http://place.map.kakao.com/361222586,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,공원|역|자전거,True,3
사람,사람정거장,37.5630423,126.9549291,서대문구,"음식점>카페,디저트",음식점,서울특별시 서대문구 북아현로 65-1 1층,,,http://www.instagram.com/cafe_human_stop,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,사람,True,1
산책 공원|산책하기 좋은 곳,서울테마산책길 삼청공원 순환산책길,37.59098430581852,126.98402138483104,서대문구|종로구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/1092255883,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
산책로|산책코스,북한산둘레길7구간(옛성길),37.6076416,126.9469499,서대문구,"여행,명소>도보코스","여행,명소",서울특별시 서대문구 홍은동 산1-1,,,,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,산책,True,1
산책하기 좋은 곳,탕춘대성숲나들길,37.596235225372034,126.95560278130914,서대문구,"여행 > 관광,명소 > 도보여행",여행,서울 서대문구 서소문로 27,,02-900-8085,http://place.map.kakao.com/26563576,카카오,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,산책|숲,True,2
생태공원,북한산생태공원,37.61122535486879,126.94009680473272,서대문구,여행 > 공원,여행,서울특별시 서대문구 홍연8길 36,,,http://place.map.kakao.com/12958518,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원,True,1
서울숲,크레페숲,37.5589673326799,126.941033909034,서대문구,음식점 > 카페 > 테마카페 > 디저트카페,음식점,서울 서대문구 신촌역로 39,,02-365-2700,http://place.map.kakao.com/905509171,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
서울숲|산책하기 좋은 곳,서울테마산책길 생각숲길,37.61846664301901,126.93033062366624,서대문구|은평구,"여행 > 관광,명소 > 도보여행",여행,,,,http://place.map.kakao.com/614874794,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
숲,크레페숲,37.5589955,126.9410406,서대문구,"카페,디저트>크레페","카페,디저트",서울특별시 서대문구 신촌역로 39 1층,,,https://www.instagram.com/crepe_forest,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
쉼터,연희숲속쉼터,37.5802993,126.9390247,서대문구,"레져,체육시설>공원","레져,체육시설",서울특별시 서대문구 북아현로2안길 6,,,,네이버,안전,안전취약,안전|교통|환경,안전+교통 취약형|환경+안전 취약형,쉼터|공원|숲,True,3
자연 공원,공중자연쉼터,37.5565246603722,126.97303040057,서대문구,여행 > 공원,여행,,,02-2148-2835,http://place.map.kakao.com/1754173666,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|쉼터,True,2
조용한,독수리다방,37.5588266,126.9373637,서대문구,"카페,디저트>카페","카페,디저트",서울특별시 서대문구 연세로 36 독수리빌딩 8층,,,https://www.instagram.com/dokdabang,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페,True,1
조용한 카페,모티브,37.5578598152295,126.938884418945,서대문구,"서비스,산업 > 전문대행 > 공간대여 > 스터디카페,스터디룸","서비스,산업",서울 서대문구 연세로4길 40,서울특별시 서대문구 대현동 40-4 월성빌딩 2층,0507-1446-2460,http://place.map.kakao.com/195380776,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,조용한 카페,True,1
공원,매헌시민의숲,37.4712226,127.0350551,서초구,"여행,명소>자연공원","여행,명소",서울특별시 서초구 매헌로 99,,02-2155-6896,http://parks.seoul.go.kr/citizen,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|숲,True,2
공원|산책하기 좋은 곳,매헌시민의숲,37.4709233091882,127.035871693026,서초구,여행 > 공원 > 도시근린공원,여행,서울 서초구 매헌로 99,,02-575-3895,http://place.map.kakao.com/11345935,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|숲|산책,True,3
도서관,서초구립방배숲환경도서관,37.4889926,127.0001263,서초구,"교육,학문>도서관","교육,학문",서울특별시 서초구 서초대로 160-7,,02-3461-3007,https://forest.seocholib.or.kr/,네이버,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관|숲,True,2
도서관|서울숲,숲속별작은도서관,37.45470738213847,127.06105980309096,서초구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 서초구 헌릉로8길 45,,02-572-0907,http://place.map.kakao.com/104883728,카카오,소음|환경,환경취약|소음취약,환경|소음|교통|안전,소음+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|도서관,True,2
도시숲,더숲미디어,37.4758372,127.044806,서초구,"설계,엔지니어링>도시계획,조경설계","설계,엔지니어링",서울특별시 서초구 논현로17길 19 2층,,,https://blog.naver.com/my_garden279,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲,True,1
따릉이,양재시민의숲역3번출구자전거대여소,37.4696491,127.039635,서초구,"임대,대여>자전거","임대,대여",서울특별시 서초구 양재동,서울특별시 서초구 양재동,,http://place.map.kakao.com/1487465904,네이버,교통,교통취약,교통|소음|안전,소음+교통 취약형|안전+교통 취약형,역|자전거|숲,True,3
박물관,국립중앙도서관 기록매체박물관,37.4983517910045,127.003668546684,서초구,"문화,예술 > 문화시설 > 박물관","문화,예술",서울 서초구 반포대로 201,,,http://place.map.kakao.com/872504715,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,도서관,True,1
북카페,놀숲 강남교보타워점,37.502548906046734,127.02445419990524,서초구,"가정,생활 > 여가시설 > 만화방 > 만화카페 > 놀숲","가정,생활",서울 서초구 서초대로77길 58,,02-533-7533,http://place.map.kakao.com/894327405,카카오,소음,소음취약,소음|교통|환경,소음+교통 취약형|환경+소음 취약형,숲,True,1
산책로,서리풀공원,37.4880839,127.001947,서초구,"여행,명소>근린공원","여행,명소",서울특별시 서초구 서초동 1005-6,,,,네이버,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
산책로|산책코스,길마중초록숲길,37.4839835,127.0282779,서초구,"여행,명소>산책로","여행,명소",서울특별시 서초구,,,,네이버,환경|교통|소음,환경취약|소음취약|교통취약,환경|소음|교통|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
생태공원,반포 한강공원생태학습원,37.5165424,127.005656,서초구,"도시,테마공원>부속시설","도시,테마공원",서울특별시 서초구 헌인릉길 36-10 헌인릉,,,,네이버,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,공원|한강,True,2
생태공원|산책하기 좋은 곳,서울테마산책길 생태공원 둘레길,37.469064068582256,127.01815922766234,서초구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,,,,http://place.map.kakao.com/1881136033,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,공원|산책,True,2
서울숲,매헌숲작은도서관,37.4696202373731,127.036558376846,서초구,"교육,학문 > 학습시설 > 도서관 > 작은도서관","교육,학문",서울 서초구 매헌로 99,,070-4286-7264,http://place.map.kakao.com/1050924752,카카오,환경,환경취약,환경|소음|안전,환경+소음 취약형|환경+안전 취약형,숲|도서관,True,2
서울숲|산책하기 좋은 곳,서울테마산책길 인재개발원 잣나무숲길,37.47799468920583,127.01936883132171,서초구,"여행 > 관광,명소 > 도보여행 > 둘레길",여행,,,,http://place.map.kakao.com/492950147,카카오,환경|교통,환경취약|교통취약,환경|교통|소음|안전,소음+교통 취약형|안전+교통 취약형|환경+소음 취약형|환경+안전 취약형,숲|산책,True,2
